"553570818031374336	",PHOTOS: Two standoffs in Paris http://t.co/tRQVOdVkTt #ParisShooting #CharlieHebdo http://t.co/QSLIIMk9ir,"003324	",0,"['m.0289n8t', 'm.0k4j', 'm.07r04', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
"553145755079569408	","Following the #CharlieHebdo attack, three quarters of you say the media should publish satirical religious cartoons. http://t.co/RThtgxo70c","002180	",0,"['m.0289n8t', 'm.07r04', 'm.06bvp', 'm.01bjv', 'm.0hz28', 'm.06nbt', 'm.06z90w', 'm.01g317', 'm.01d4jd', 'm.03hgt', 'm.0d0vp3', 'm.04z0z']"
"553097004138913792	",One of the best #JeSuisCharlie cartoons I have seen so far by @RteeFufkin http://t.co/VNMqFaJLxW,"003282	",0,"['m.0289n8t', 'm.0b4101', 'm.03hgt']"
"553157600225677312	",Over a thousand have gathered at Martin Place to pay their respects #CharlieHebdo #JeSuisCharlie. Photo: @ShooterWol http://t.co/NSjias7HAM,"003087	",0,"['m.0289n8t', 'm.05x3t9', 'm.06z90w', 'm.01g317', 'm.03hgt']"
"553145690424344576	","#Paris, now. In front of Notre-Dame. #silence #charliehebdo http://t.co/6EP3Vci23H","002768	",0,"['m.0289n8t', 'm.0hnnb', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
"553124783043649537	",You're not Charlie Hebdo unless you are prepared to retweet its most "offensive" cartoons  #iamcharlie http://t.co/fbyn2UEcn0,"002414	",0,"['m.06z90w', 'm.0b4101', 'm.0289n8t', 'm.03hgt']"
"553163862707818496	",Flags at half mast in Whitehall and Downing Street #charliehebdo http://t.co/DLORjNyNsl,"000413	",0,"['m.012nm4', 'm.0289n8t', 'm.0bfcv7', 'm.01bjv', 'm.0f959', 'm.06z90w', 'm.03hgt', 'm.05h01d']"
"553137713163943936	",Over 1000 French nationals gather in Martin Place in Sydney to remember victims of the #CharlieHebdo attack. http://t.co/6XibnO54MZ,"001910	",0,"['m.0289n8t', 'm.05x3t9', 'm.0f8l9c', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.06y57']"
"553540824768991233	",#CharlieHebdo attack: new hostage situation at Paris shop - live updates http://t.co/lNt8ldwaae http://t.co/x9smojQJK8,"001627	",0,"['m.0289n8t', 'm.06z90w', 'm.012r14', 'm.03hgt', 'm.05qtj']"
"552795778922864640	",It would go some way as a tribute to those killed at #CharlieHebdo if papers in every democracy published this Thurs http://t.co/CyqwWWWgJh,"000132	",0,"['m.06z90w', 'm.026wp', 'm.0289n8t', 'm.03hgt']"
"552849968546213888	",#JesuisCharlie is quickly spreading as a sign of support to victims of today閳ユ獨 shooting http://t.co/DC2vhjcHIL http://t.co/4T5PW9MboQ,"003026	",0,"['m.0289n8t', 'm.03hgt']"
"552818300041052160	",Photos from the scene of the Paris shooting at #CharlieHebdo office: http://t.co/dqcYAoG2ku http://t.co/mN0eKhoOK2,"003040	",0,"['m.0289n8t', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
"553187282295877632	",Julian Assange has lost the plot. Blames 閳ユ窙ewish pro-censorship lobby閳?for legitimizing the Charlie Hebdo massacre. http://t.co/QZClfKB6ZH,"000489	",0,"['m.0b6k2_z', 'm.0289n8t', 'm.03hgt']"
"553113395487330304	",How Parisians responded to the #CharlieHebdo attack... http://t.co/O1qrPOGOJ1 http://t.co/KnnfELpPM6,"001555	",0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
"553109813807575040	",Did you hear about the #LoveBomb by British Muslims at French Embassy London yday? #CharlieHebdo  @mrjamesob @LBC http://t.co/0439amYA3m,"002728	",0,"['m.0289n8t', 'm.0f8l9c', 'm.079x_x', 'm.06z90w', 'm.04jpl', 'm.01zpwz', 'm.01g317', 'm.03hgt']"
"553544266526760960	",Photos from the manhunt for #CharlieHebdo suspects and ongoing hostage situations: http://t.co/8gxcTgehe5 http://t.co/mTwoTyewbH,"000957	",0,"['m.0289n8t', 'm.0k4j', 'm.06z90w', 'm.01g317', 'm.012r14', 'm.03hgt']"
"553199320053592067	","Ukrainian journalists in front of embassy of #France today, via @HromadskeTV #JeSuisCharlie #CharlieHebdo http://t.co/UDymk4KC0K","002779	",0,"['m.0289n8t', 'm.0k4j', 'm.0f8l9c', 'm.06z90w', 'm.01g317', 'm.07t21', 'm.080hkjn', 'm.03hgt']"
"553229592480481281	",Charlie Hebdo will publish one million copies next week with help from Google http://t.co/e1TKBbVpwl http://t.co/1ThluwbhVq,"002516	",0,"['m.0289n8t', 'm.0hnnb', 'm.045c7b', 'None', 'm.01940j', 'm.06z90w', 'm.01g317', 'm.080hkjn', 'm.03hgt']"
"553225402282692608	","#CharlieHebdo: If we talk about 閳ユΤar閳? we fall into the trap set by murderers, @robinlustig http://t.co/dbBJUkm0sR http://t.co/IqouaAdFxx","002099	",0,"['m.06z90w', 'm.01g317', 'm.0289n8t', 'm.03hgt']"
"553125301090525185	",French Muslims condemn the Charlie Hebdo shooting http://t.co/ybORInfaLK http://t.co/SLUJRFhy3u,"002668	",0,"['m.0289n8t', 'm.04y29', 'm.01v_s3', 'None', 'm.01g317', 'm.03hgt', 'm.03ts0c']"
"553117857609809920	",Brilliant cartoons continue to emerge in wake of #Charliehebdo attack. This one via @lectrr http://t.co/9oR6bGmDQY,"000763	",0,"['m.0289n8t', 'm.06z90w', 'm.0b4101', 'm.03hgt', 'm.0d0vp3']"
"552984940900384769	",I am a Muslim and I am trully condemning the France Gunmen for their idiotic and barbaric action!   #JeSuisCharlie http://t.co/fgZixpykvG,"003422	",0,"['m.01l3vx', 'm.04y29', 'm.0289n8t', 'm.03hgt']"
"553144448452792321	",60 seconds of #solidarite. @INM_ie #CharlieHebdo #JeSuisCharlie http://t.co/eIKTErJ2dY,"001484	",0,"['m.0289n8t', 'm.01c648', 'None', 'm.06z90w', 'm.01g317', 'm.03hgt']"
"553118438332571648	",A look at the irreverent covers of #CharlieHebdo: http://t.co/qf1IrCuONy http://t.co/WEDybNqLub,"002852	",0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
"553209843939831809	",Independent cartoonist @DaveBrownToons on the story behind our #CharlieHebdo front page image http://t.co/pmyzSyahAT http://t.co/Lle6K8uPDg,"001331	",0,"['m.06z90w', 'm.0289n8t', 'm.0196pc', 'm.03hgt']"
"552824885484224513	",Love is stronger than hate #CharlieHebdo http://t.co/XegvHUoHsD,"001199	",0,"['m.03plx', 'm.06z90w', 'm.0289n8t', 'm.03hgt']"
"553201523577331712	","Yes, they drew first. Don't ever be silent, don't ever be ignorant. We stand with you! #JeSuisCharlie Everyone RT! http://t.co/Jm0y5PGIDh","003125	",0,"['m.0289n8t', 'm.03hgt']"
"553522808417157120	",People should actually know the difference. #JeSuisCharlie http://t.co/QIVgReU6Kh,"001785	",0,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"553161458931236864	",We stand with Charlie Hebdo in rejecting oppression and violence in all its forms.  http://t.co/cDL1yKX1wo http://t.co/Nu6KlDe0e6,"000733	",0,"['m.02_dff', 'm.06z90w', 'm.0289n8t', 'm.03hgt']"
"552980760500916225	",#Iran'ian regime has been initiated   nourished the idea of killing fatwa starting with Salman Rushdie #JeSuisCharlie http://t.co/QDkHLTqkHK,"000153	",0,"['m.0289n8t', 'm.02_wm', 'm.01xv6t', 'm.01g317', 'm.04cbtrw', 'm.03hgt', 'm.03shp']"
"553139285717950465	",We are observing a minute's silence at 11am today. If you support press freedom please share &amp; join us #JeSuisCharlie http://t.co/8VqK7VnrV5,"001190	",0,"['m.0qdl2', 'm.0289n8t', 'm.03hgt']"
"553203041705664513	","The hashtag #JeSuisAhmed is a powerful one. For Ahmed, the Muslim cop killed outside #CharlieHebdo http://t.co/cE1xLniFDm","003339	",0,"['m.0289n8t', 'm.04y29', 'm.05p_8g', 'm.06z90w', 'm.09x7p1', 'm.04s9n', 'm.03hgt']"
"553171841913602048	",Crowds gather for #charliehebdo vigils around Australia #JeSuisCharlie http://t.co/3hCuJxwGoo http://t.co/jsXB4RpjXb,"000254	",0,"['m.0289n8t', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.020wyp']"
"552834754056556544	","""I may not agree with what you say but will defend your right to say it."" - Voltaire #shocked #JeSuisCharlie http://t.co/DtA3cdpUhU","000912	",0,"['m.0289n8t', 'm.07ym0', 'm.015qff', 'm.0dl2z', 'm.0cw00', 'm.03hgt']"
"552814382338826240	","When free speach die, we die. All thoughts to #CharlieHebdo who on this issue wrote ""Love is stronger than hate"" http://t.co/IizcmJJVOD","003532	",0,"['m.03plx', 'm.0289n8t', 'm.0294j', 'm.097vm', 'm.06z90w', 'm.09x0r', 'm.03hgt', 'm.02_cg', 'm.0ytgt', 'm.048knlz']"
"553117623568068608	",RT @Beltrew: A few of the best cartoons drawn &amp; shared in solidarity with #CharlieHebdo after yesterday's massacre http://t.co/4Dq68GL9mT,"001957	",0,"['m.0289n8t', 'm.06z90w', 'm.01g317', 'm.0b4101', 'm.03hgt', 'm.06nfvk']"
"553532507623546881	",This is what courage and duty look like... #CharlieHebdo http://t.co/aKVE7buqcQ,"001787	",0,"['m.0289n8t', 'm.0k4j', 'm.07r04', 'm.06z90w', 'm.01g317', 'm.03hgt']"
"552820930419109888	",Remember this? Those men died for our right to freedom of speech. Don't let that sacrifice be in vain. #CharlieHebdo http://t.co/vXzD9am4Zq,"000109	",0,"['m.03hgt', 'm.06z90w', 'm.0289n8t', 'm.0930v2']"
"552850022271033344	","#MaryamRajavi condemns #CharlieHebdo attack in #Paris,offers her condolences to Fr ppl and Gov http://t.co/MJ9GQkU1aP http://t.co/VTxBG5Gy2v","002688	",0,"['m.0289n8t', 'm.0k4j', 'm.07r04', 'm.01pdr2', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
"553145736045801472	",France marks minute of silence for victims of #CharlieHebdo http://t.co/YkwO7nZxcb http://t.co/HK1sqKai84,"001643	",0,"['m.0289n8t', 'm.0hnnb', 'm.01kcjb', 'm.06z90w', 'm.01g317', 'm.080hkjn', 'm.03hgt', 'm.01l3vx']"
"553537551114706945	",Cartoonist's continue to poke at Tyranny. Quite brilliantly too. #CharlieHebdo #JeSuisCharlie http://t.co/NgoiBb5grw,"001718	",0,"['m.0289n8t', 'm.03w9q2t', 'm.06z90w', 'm.0196pc', 'm.03hgt']"
"553550030553243650	","""Armed and dangerous."" Appeal for info about suspects in policewoman shooting. #ParisAttacks http://t.co/zZIgbWOmcP http://t.co/lu5QEp82OU","003042	",0,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"553161360503500801	","The more you are motivated by Love, The more fearless &amp; free your action will be Dalai Lama #JeSuisCharlie @Asamsakti http://t.co/s5Zlrb8IaX","002195	",0,"['m.0289n8t', 'm.028g3', 'm.015p6', 'm.0cw00', 'm.01g317', 'm.03hgt', 'm.048knlz']"
"553162401940770816	",The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,"002739	",0,"['m.0289n8t', 'm.03hgt']"
"553153190859141120	",Surviving #CharlieHebdo journalists are to publish the magazine's new edition for next week http://t.co/zaGrk24DhJ http://t.co/099l0NuRfH,"002938	",0,"['m.0289n8t', 'm.0d8qb', 'm.0hz28', 'm.06z90w', 'm.01g317', 'm.0bt_c3', 'm.03hgt', 'm.058sv', 'm.050k8', 'm.04dr76w']"
"553122276913471488	",Above us only sky. #CharlieHebdo http://t.co/WeGydbsacQ,"002480	",0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
"552817391181103104	",In solidarity with all the journalists pursuing their profession and freedom of speech. #CharlieHebdo http://t.co/n7WSJsf0Si,"001827	",0,"['m.0289n8t', 'm.0930v2', 'm.0d8qb', 'm.06z90w', 'm.03hgt', 'm.06nfvk']"
"553139573019406336	",We stand united with the victims of the brutal attack in Paris and with the people of France! #JeSuisCharlie RT! http://t.co/mH5l2a9eVy,"002723	",0,"['m.0289n8t', 'm.0f8l9c', 'm.01g317', 'm.03hgt', 'm.05qtj']"
"552806077755326464	",Satirical French magazine #CharlieHebdo attacked by gunmen: latest news report http://t.co/gjTbTOQIMo http://t.co/IIKBOs2Puk,"003617	",0,"['m.01rbb', 'm.0289n8t', 'm.04_sv', 'm.07r04', 'm.0k4j', 'm.064_8sq', 'm.06nbt', 'm.05jhg', 'm.06z90w', 'm.03hgt', 'm.01g317', 'm.06tb10', 'm.058sv']"
"552811606640721921	","Make Fun of Hindu God's #PK = Creativity , Freedom of Expression Make Fun of A Prophet = 12 killed   #CharlieHebdo http://t.co/1qQGFtuhO2","001010	",0,"['m.061xc', 'm.0289n8t', 'm.0294j', 'm.03kbr', 'm.0930v2', 'm.06z90w', 'm.01g317', 'm.04s9n', 'm.03hgt', 'm.0d05l6']"
"553212338728603648	",Especially poignant this week: Bill Hicks on what free speech really means http://t.co/lvK3nQAzDn #CharlieHebdo http://t.co/5s808jTmxT,"001524	",0,"['m.0289n8t', 'm.01wp_jm', 'm.0930v2', 'm.06z90w', 'm.049rl0', 'm.01g317', 'm.03hgt', 'm.04zxpl2']"
"553519997956669440	","They wanted the people to crumble, instead they came together. #JeSuisCharlie http://t.co/UHOrggBdRp","002524	",0,"['m.0289n8t', 'm.03hgt']"
"553520399300833280	",Who is scared? Sify cartoon. #CharlieHebdo http://t.co/qN6WizQg2l,"003449	",0,"['m.0289n8t', 'm.0215n', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.0cl5_l']"
"553108804934856704	",World's artists react to #CharlieHebdo massacre with powerful drawings http://t.co/uwU22qgbt1 http://t.co/rrQx2UZp4I,"002671	",0,"['m.06z90w', 'm.01g317', 'm.0289n8t', 'm.03hgt']"
"553157744061325312	",Support #CharlieHebdo and show Islamists we wont be scared. Pls retweet the most offensive #CharlieHebdo cartoons!! http://t.co/YtOm1GO99y,"000706	",0,"['m.0289n8t', 'm.06z90w', 'm.0b4101', 'm.03w86', 'm.03hgt']"
"553205492458475520	",Anjem Choudary claims: 'Muslims don't believe in freedom of speech' after #CharlieHebdo attack http://t.co/V8954pwRoy http://t.co/MZQSRSFZrq,"001260	",0,"['m.0289n8t', 'm.04y29', 'm.0930v2', 'm.03ncld', 'm.06z90w', 'm.01g317', 'm.03hgt']"
"552834558706847745	",Four of France's most revered cartoonists among those killed in #CharlieHebdo massacre http://t.co/g16D4XMWhk http://t.co/cf7fHuDXfB,"001286	",0,"['m.0289n8t', 'm.0f8l9c', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.0dr88']"
"553157600704204800	",The staff of Agence France Presse stand in silence &amp; solidarity to remember their murdered colleagues. #JeSuisCharlie http://t.co/jgQOVlPOKV,"002247	",0,"['m.0289n8t', 'm.0c_l7l', 'm.01m3lsp', 'm.01g317', 'm.03hgt', 'm.02dlk9', 'm.06nfvk']"
"553172609211596800	",Cartoonists around the world respond to the #CharlieHebdo killings: http://t.co/JBX8K0Mzt6 http://t.co/vxREqhUqw4,"003582	",0,"['m.06z90w', 'm.01g317', 'm.0289n8t', 'm.03hgt']"
"553174353735872512	",UK police hold 2 minutes silence for slain Paris officers http://t.co/EG2PvT6CXj #CharlieHebdo http://t.co/sMyXXLcNN7,"000881	",0,"['m.0289n8t', 'm.07ssc', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
"553206304396038145	","Front pages from around the world, as publications react to #CharlieHebdo attack: http://t.co/hrslXlve4D via @Newseum http://t.co/ZD62G2klC7","000783	",0,"['m.0289n8t', 'm.086nh', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.01_0bd']"
"553511977478537216	","Google is donating nearly $300,000 to Charlie Hebdo http://t.co/t9c80aSkhL http://t.co/qWqHwnPtAX","002310	",0,"['m.03hgt', 'm.0289n8t', 'm.0387r']"
"552842140188147712	",This Michael Shaw cartoon from the @NewYorker archives says a little and says a lot. #charliehebdo http://t.co/FqL1EhMLwj,"003624	",0,"['m.06z90w', 'm.0g58v18', 'm.0289n8t', 'm.03hgt']"
"552833432540430337	",Why #CharlieHebdo magazine was targeted for the attack: http://t.co/3s9g3KumkJ #ParisShooting http://t.co/sixK6vrTmI,"000448	",0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
"552978385572732928	",BREAKING: #Paris is exploding with support for #CharlieHebdo. #ParisShooting http://t.co/hMROBwtwRI,"001299	",0,"['m.0289n8t', 'm.0k4j', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
"552800070199148544	",How to respond to the murderous attack on Charlie Hebdo? Every newspaper in the free world should print this. http://t.co/sC2ot63F6j,"001599	",0,"['m.05jnl', 'm.0289n8t', 'm.02w8c', 'm.011s0', 'm.06z90w', 'm.01g317', 'm.03hgt']"
"553223992300285952	",Did this in a rush for @SkyNews before latest #CharlieHebdo media maelstrom http://t.co/EFgnTIwouk,"000284	",0,"['m.0289n8t', 'm.06z90w', 'm.03hgt', 'm.01fp7c', 'm.04z0z']"
"552851772658561028	",Hypocrites like @faiezakhan in one screen shot. #CharlieHebdo #PK http://t.co/habzM640DJ,"000808	",0,"['m.0289n8t', 'm.016s5k', 'm.06z90w', 'm.01g317', 'm.01zbnw', 'm.03hgt']"
"553101451271352320	",Matt's perfect response. #CharlieHebdo http://t.co/GgoX0H0NgY,"000595	",0,"['m.06z90w', 'm.01g317', 'm.0289n8t', 'm.03hgt']"
"553166152344829952	","Pens aloft. UK MPs, peers and Parliamentary staff stand in solidarity with the people of France. #JeSuisCharlie http://t.co/ztJPZedJB7","002789	",0,"['m.0289n8t', 'm.01bb7n', 'm.0f8l9c', 'm.07ssc', 'm.01g317', 'm.03ljr', 'm.03hgt', 'm.06nfvk']"
"552826150141960192	",Editor of Charlie Hebdo has been liberal &amp; righteous. Salute to all the cartoonists martyred at the terrorist attack. http://t.co/Yk3PgHkz4S,"000022	",0,"['m.0289n8t', 'm.03_vfj', 'm.0c_fp', 'm.06z90w', 'm.03hgt', 'm.04hbc']"
"553525290908262400	",Nah it isn't though RT @igeldard: This is just brilliant #charliehebdo #sonyhack http://t.co/r9YfMv7rUe,"001171	",0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
"553108170726719488	",#JeSuisCharlie vigils held around the world - in pictures http://t.co/JlcL5LdY69 (Pic: E CASTRO-MENDIVIL/REUTERS) http://t.co/WY0KSMSWS6,"003558	",0,"['m.0289n8t', 'm.0ps53', 'm.01g317', 'm.03hgt']"
"553570914143854592	",Armed police lead people away near the store where hostages have been taken. #ParisAttacks http://t.co/qxlwCWdaVB http://t.co/bnhb1DcAbj,"002174	",0,"['m.0289n8t', 'm.01g317', 'm.05ws7', 'm.03hgt']"
"553590751888961536	",#BREAKING: Police storm hostage-taker at Paris grocer http://t.co/EoIuN5exh1 http://t.co/uBrUorAGcA,"002369	",0,"['m.0289n8t', 'm.0k4j', 'm.07r04', 'm.015qff', 'm.03hgt', 'm.05qtj']"
"553197197618339841	","Salman Rushdie defends Charlie Hebdo, calls for ""fearless disrespect"" of all religions http://t.co/eSFhZflldV http://t.co/MP8T3q3Pjx","000492	",0,"['m.0289n8t', 'm.06bvp', 'm.06z90w', 'm.01g317', 'm.04cbtrw', 'm.03hgt']"
"552836444835037184	",Web strongly condemn this terrorist attack on the Charlie Hebdo http://t.co/cB3mSZwiaE http://t.co/zaZAXvOkv9,"003046	",0,"['m.07jq_', 'm.0828v', 'm.0289n8t', 'm.03hgt']"
"553193480319942656	",The victims of the #CharlieHebdo attack http://t.co/v8Cw7N58B0 http://t.co/yVgnrLa7vk,"001953	",0,"['m.0289n8t', 'None', 'm.06z90w', 'm.01g317', 'm.03hgt']"
"553591093498224640	",Breaking News: Local Mayor tells @CNN #CharlieHebdo suspects #Kouachi bros are dead. http://t.co/HlhbTJmm1D http://t.co/xufmRl174D,"001126	",0,"['m.0289n8t', 'm.0gsgr', 'm.03hgt', 'm.06z90w', 'm.01g317', 'm.0655jm', 'm.052j8s', 'm.01d86w']"
"552849248182865920	",A message to all religions #CharlieHebdo http://t.co/bKlg6NX6vm,"001277	",0,"['m.0289n8t', 'None', 'm.06z90w', 'm.01g317', 'm.03hgt']"
"544520273718812672	",Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT,"002782	",1,"['m.0289n8t', 'm.02qnd1b', 'm.01g317', 'm.03hgt']"
"544401599414943744	","DRAMATIC VIDEO: #Sydneysiege hostages run from #Lindt Cafe, more remain trapped http://t.co/AUy05vbZjh http://t.co/n3a3mdMoYU","003547	",1,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"544508900595499009	",BREAKING @SkyBusiness : Sixth hostage escapes from #sydneysiege http://t.co/oiEBHhAVeK (@carsonscottLIVE),"002009	",1,"['m.0289n8t', 'm.01g317', 'm.012r14', 'm.03hgt']"
"544519166582337536	",Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds. http://t.co/5YzRcTkbme,"001791	",1,"['m.0289n8t', 'm.02qnd1b', 'm.01g317', 'm.03hgt']"
"544510402454110208	",BREAKING @SkyBusiness : another five hostages seen escaping #sydneysiege http://t.co/vyRgI10t7F (@carsonscottLIVE),"003516	",1,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"544339368823894019	","Who's your pick for ""worst contribution to #sydneysiege"" - Mamamia, Uber or the Daily Tele? http://t.co/h9HRgIDBRB","003149	",1,"['m.01v0sxx', 'm.0289n8t', 'm.01j78g', 'm.01r071', 'm.03hgt']"
"544520932405284864	","Seven people reportedly taken away on stretchers, with paramedics treating five. #SydneySiege http://t.co/mZ1o7Bi9kC http://t.co/QLsWpHSJTM","000248	",1,"['m.0289n8t', 'm.0jzbb', 'm.01g317', 'm.080hkjn', 'm.03hgt', 'm.02h758']"
"544385641975676929	",Picture of one of the women seen running from the #sydneysiege cafe. She is wearing a uniform with the Lindt logo http://t.co/WCAHu0wRgk,"001668	",1,"['m.0289n8t', 'm.0dwx7', 'm.01g317', 'm.082lw', 'm.03hgt', 'm.0jg24']"
"544277516773380097	",Siege at Sydney's Martin Place has now been underway for an hour. Hostages remain inside. http://t.co/mmOH7zakyB http://t.co/VAghE9YLm3,"002556	",1,"['m.0289n8t', 'm.05x3t9', 'm.01g317', 'm.03hgt', 'm.06y57']"
"544273050188148736	",Hostages Held In Sydney Chocolate Shop Forced To Hold Up Islamic Flag http://t.co/HFOY0ctLNV https://t.co/E4mPEUMATs,"002717	",1,"['m.0289n8t', 'm.03jkw', 'm.0dty69', 'm.01g317', 'm.06y57']"
"544317609718865920	",Central Sydney shut down amid ongoing hostage situation: http://t.co/rKdwIgOPqT #SydneySiege http://t.co/tzgAtCdsic,"003102	",1,"['m.0289n8t', 'm.01g317', 'm.012r14', 'm.03hgt']"
"544373515067998208	",Powerful series of images of one of the hostages escaping #sydneysiege http://t.co/8JoOsCMZKA,"003169	",1,"['m.015qff', 'm.0289n8t', 'm.01g317', 'm.03hgt']"
"544372177965834240	",Two women have emerged from the Lindt cafe in #Sydney. Five hostages are now out #sydneysiege http://t.co/4MUc9ivwbK http://t.co/oVrob5DLD3,"000441	",1,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"544287209730236416	","Sydney Opera House evacuated, concourse deserted http://t.co/NMbuLCimKV #SydneySiege (via @cberkman) http://t.co/QYlOU0REVw","000311	",1,"['m.0289n8t', 'm.06_nm', 'm.03hgt', 'm.019jd', 'm.0cmf2']"
"544380742076088320	","This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ","001463	",1,"['m.0289n8t', 'None', 'm.01jqzq1', 'm.01g317', 'm.03hgt']"
"544391533240516608	",Five hostages have escaped the besieged Lindt Cafe in #Sydney | Our latest update: http://t.co/XJVICQdu0y http://t.co/aNGBZsCmdQ,"000038	",1,"['m.0289n8t', 'None', 'm.01940j', 'm.01g317', 'm.03hgt', 'm.06y57']"
"544321103875694593	",MT @mashable #Uber intros surge pricing during #sydneysiege - http://t.co/ypP0wMtOON http://t.co/kbPubroomX,"000641	",1,"['m.025y405', 'm.0289n8t', 'm.03bzfx8', 'm.03hgt']"
